"order_date","htime","pizza_name","pizza_category","quantity","pizza_size","unit_price","total"
"2015-02-23",13,The Italian Supreme Pizza,Supreme,3.0,M,16.5,49.5
"2015-02-23",13,The Napolitana Pizza,Classic,3.0,L,20.5,61.5
"2015-02-23",13,The Vegetables + Vegetables Pizza,Veggie,1.0,S,12.0,12.0
"2015-02-23",13,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,1.0,S,11.0,11.0
"2015-02-23",13,The California Chicken Pizza,Chicken,1.0,M,16.75,16.75
"2015-02-23",13,The Classic Deluxe Pizza,Classic,2.0,M,16.0,32.0
"2015-02-23",13,The Five Cheese Pizza,Veggie,1.0,L,18.5,18.5
"2015-02-23",13,The Pepperoni Pizza,Classic,2.0,M,12.5,25.0
"2015-02-23",13,The Pepperoni Pizza,Classic,1.0,S,9.75,9.75
"2015-02-23",13,The Southwest Chicken Pizza,Chicken,1.0,S,12.75,12.75
"2015-02-23",13,The Hawaiian Pizza,Classic,1.0,L,16.5,16.5
"2015-02-23",13,The Greek Pizza,Classic,1.0,XL,25.5,25.5
"2015-02-23",14,The Five Cheese Pizza,Veggie,1.0,L,18.5,18.5
"2015-02-23",14,The Vegetables + Vegetables Pizza,Veggie,1.0,S,12.0,12.0
"2015-02-23",15,The Italian Supreme Pizza,Supreme,1.0,L,20.75,20.75
"2015-02-23",15,The Vegetables + Vegetables Pizza,Veggie,1.0,L,20.25,20.25
"2015-02-23",15,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,1.0,M,14.5,14.5
"2015-02-23",15,The Spinach Supreme Pizza,Supreme,1.0,M,16.5,16.5
"2015-02-23",16,The Four Cheese Pizza,Veggie,1.0,L,17.95,17.95
"2015-02-23",16,The Chicken Alfredo Pizza,Chicken,1.0,M,16.75,16.75
"2015-02-23",16,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,1.0,S,11.0,11.0
"2015-02-23",16,The Greek Pizza,Classic,1.0,S,12.0,12.0
"2015-02-23",16,The Napolitana Pizza,Classic,1.0,L,20.5,20.5
"2015-02-23",16,The Spicy Italian Pizza,Supreme,1.0,L,20.75,20.75
"2015-02-23",16,The Classic Deluxe Pizza,Classic,1.0,M,16.0,16.0
"2015-02-23",16,The Green Garden Pizza,Veggie,2.0,L,20.25,40.5
"2015-02-23",17,The Brie Carre Pizza,Supreme,1.0,S,23.65,23.65
"2015-02-23",17,The Thai Chicken Pizza,Chicken,1.0,S,12.75,12.75
"2015-02-23",17,The Hawaiian Pizza,Classic,1.0,L,16.5,16.5
"2015-02-23",17,The Spinach Supreme Pizza,Supreme,1.0,M,16.5,16.5
"2015-02-23",17,The Chicken Pesto Pizza,Chicken,6.0,L,20.75,124.5
"2015-02-23",17,The Italian Capocollo Pizza,Classic,3.0,L,20.5,61.5
"2015-02-23",17,The Vegetables + Vegetables Pizza,Veggie,1.0,L,20.25,20.25
"2015-02-23",17,The Chicken Pesto Pizza,Chicken,2.0,M,16.75,33.5
"2015-02-23",17,The Italian Capocollo Pizza,Classic,1.0,M,16.0,16.0
"2015-02-23",17,The Spinach and Feta Pizza,Veggie,6.0,S,12.0,72.0
"2015-02-23",17,The Greek Pizza,Classic,1.0,XL,25.5,25.5
"2015-02-23",17,The Pepperoni Pizza,Classic,1.0,S,9.75,9.75
"2015-02-23",17,The Spinach Supreme Pizza,Supreme,1.0,S,12.5,12.5
"2015-02-23",17,The Hawaiian Pizza,Classic,1.0,S,10.5,10.5
"2015-02-23",18,The Classic Deluxe Pizza,Classic,3.0,S,12.0,36.0
"2015-02-23",18,The Mexicana Pizza,Veggie,3.0,L,20.25,60.75
"2015-02-23",18,The Calabrese Pizza,Supreme,1.0,S,12.25,12.25
"2015-02-23",18,The Classic Deluxe Pizza,Classic,1.0,M,16.0,16.0
"2015-02-23",18,The Barbecue Chicken Pizza,Chicken,1.0,M,16.75,16.75
"2015-02-23",18,The California Chicken Pizza,Chicken,2.0,S,12.75,25.5
"2015-02-23",18,The Prosciutto and Arugula Pizza,Supreme,1.0,S,12.5,12.5
"2015-02-23",18,The Pepperoni Pizza,Classic,1.0,L,15.25,15.25
"2015-02-23",18,The Four Cheese Pizza,Veggie,1.0,L,17.95,17.95
"2015-02-23",18,The Italian Supreme Pizza,Supreme,1.0,L,20.75,20.75
"2015-02-23",19,The California Chicken Pizza,Chicken,2.0,M,16.75,33.5
"2015-02-23",19,The Four Cheese Pizza,Veggie,1.0,M,14.75,14.75
"2015-02-23",19,The Prosciutto and Arugula Pizza,Supreme,1.0,S,12.5,12.5
"2015-02-23",19,The Classic Deluxe Pizza,Classic,1.0,S,12.0,12.0
"2015-02-23",20,The Calabrese Pizza,Supreme,1.0,M,16.25,16.25
"2015-02-23",20,The Prosciutto and Arugula Pizza,Supreme,1.0,L,20.75,20.75
"2015-02-23",20,The Hawaiian Pizza,Classic,1.0,L,16.5,16.5
"2015-02-23",21,The Classic Deluxe Pizza,Classic,1.0,L,20.5,20.5
"2015-02-23",21,The Hawaiian Pizza,Classic,1.0,M,13.25,13.25
"2015-02-23",21,The Pepper Salami Pizza,Supreme,2.0,S,12.5,25.0
"2015-02-23",22,The Calabrese Pizza,Supreme,2.0,L,20.25,40.5
"2015-02-23",22,The Vegetables + Vegetables Pizza,Veggie,2.0,S,12.0,24.0
"2015-02-24",11,The Classic Deluxe Pizza,Classic,1.0,L,20.5,20.5
"2015-02-24",11,The Classic Deluxe Pizza,Classic,1.0,M,16.0,16.0
"2015-02-24",11,The Mexicana Pizza,Veggie,1.0,L,20.25,20.25
"2015-02-24",11,The Pepperoni Pizza,Classic,2.0,S,9.75,19.5
"2015-02-24",11,The Pepper Salami Pizza,Supreme,2.0,L,20.75,41.5
"2015-02-24",11,The Chicken Alfredo Pizza,Chicken,1.0,M,16.75,16.75
"2015-02-24",11,The Spicy Italian Pizza,Supreme,1.0,S,12.5,12.5
"2015-02-24",12,The Hawaiian Pizza,Classic,1.0,S,10.5,10.5
"2015-02-24",12,The Napolitana Pizza,Classic,1.0,L,20.5,20.5
"2015-02-24",12,The Five Cheese Pizza,Veggie,3.0,L,18.5,55.5
"2015-02-24",12,The Sicilian Pizza,Supreme,1.0,S,12.25,12.25
"2015-02-24",12,The Soppressata Pizza,Supreme,2.0,S,12.5,25.0
"2015-02-24",12,The Thai Chicken Pizza,Chicken,7.0,L,20.75,145.25
"2015-02-24",12,The Four Cheese Pizza,Veggie,2.0,L,17.95,35.9
"2015-02-24",12,The Spinach Pesto Pizza,Veggie,2.0,M,16.5,33.0
"2015-02-24",12,The Green Garden Pizza,Veggie,1.0,M,16.0,16.0
"2015-02-24",12,The Barbecue Chicken Pizza,Chicken,4.0,M,16.75,67.0
"2015-02-24",12,The Barbecue Chicken Pizza,Chicken,2.0,S,12.75,25.5
"2015-02-24",12,The Brie Carre Pizza,Supreme,2.0,S,23.65,47.3
"2015-02-24",12,The Hawaiian Pizza,Classic,1.0,M,13.25,13.25
"2015-02-24",12,The Pepperoni Pizza,Classic,1.0,S,9.75,9.75
"2015-02-24",13,The Pepper Salami Pizza,Supreme,2.0,L,20.75,41.5
"2015-02-24",13,The Big Meat Pizza,Classic,2.0,S,12.0,24.0
"2015-02-24",13,The Italian Vegetables Pizza,Veggie,1.0,S,12.75,12.75
"2015-02-24",13,The Spicy Italian Pizza,Supreme,3.0,S,12.5,37.5
"2015-02-24",13,The Calabrese Pizza,Supreme,1.0,M,16.25,16.25
"2015-02-24",13,The Sicilian Pizza,Supreme,1.0,S,12.25,12.25
"2015-02-24",13,The Calabrese Pizza,Supreme,1.0,L,20.25,20.25
"2015-02-24",13,The Italian Supreme Pizza,Supreme,1.0,M,16.5,16.5
"2015-02-24",14,The Vegetables + Vegetables Pizza,Veggie,1.0,L,20.25,20.25
"2015-02-24",14,The Calabrese Pizza,Supreme,1.0,M,16.25,16.25
"2015-02-24",14,The Five Cheese Pizza,Veggie,1.0,L,18.5,18.5
"2015-02-24",14,The Italian Supreme Pizza,Supreme,1.0,S,12.5,12.5
"2015-02-24",14,The Italian Supreme Pizza,Supreme,1.0,M,16.5,16.5
"2015-02-24",15,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,1.0,S,11.0,11.0
"2015-02-24",15,The Classic Deluxe Pizza,Classic,1.0,L,20.5,20.5
"2015-02-24",15,The Hawaiian Pizza,Classic,1.0,M,13.25,13.25
"2015-02-24",15,The Pepper Salami Pizza,Supreme,1.0,S,12.5,12.5
"2015-02-24",16,The Barbecue Chicken Pizza,Chicken,4.0,L,20.75,83.0
"2015-02-24",16,The Hawaiian Pizza,Classic,1.0,M,13.25,13.25
"2015-02-24",16,The Prosciutto and Arugula Pizza,Supreme,1.0,M,16.5,16.5
"2015-02-24",16,The Thai Chicken Pizza,Chicken,1.0,S,12.75,12.75
"2015-02-24",16,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,1.0,M,14.5,14.5
"2015-02-24",16,The Hawaiian Pizza,Classic,1.0,L,16.5,16.5
"2015-02-24",16,The Mexicana Pizza,Veggie,1.0,L,20.25,20.25
"2015-02-24",16,The Napolitana Pizza,Classic,2.0,S,12.0,24.0
"2015-02-24",16,The Southwest Chicken Pizza,Chicken,1.0,M,16.75,16.75
"2015-02-24",17,The Chicken Pesto Pizza,Chicken,1.0,M,16.75,16.75
"2015-02-24",17,The Classic Deluxe Pizza,Classic,2.0,L,20.5,41.0
"2015-02-24",17,The Pepperoni Pizza,Classic,1.0,L,15.25,15.25
"2015-02-24",17,The Pepperoni Pizza,Classic,1.0,S,9.75,9.75
"2015-02-24",17,The Southwest Chicken Pizza,Chicken,2.0,L,20.75,41.5
"2015-02-24",17,The Four Cheese Pizza,Veggie,1.0,M,14.75,14.75
"2015-02-24",17,The Hawaiian Pizza,Classic,1.0,S,10.5,10.5
"2015-02-24",17,The Spinach Pesto Pizza,Veggie,1.0,S,12.5,12.5
"2015-02-24",17,The Calabrese Pizza,Supreme,1.0,L,20.25,20.25
"2015-02-24",17,The Southwest Chicken Pizza,Chicken,1.0,S,12.75,12.75
"2015-02-24",17,The Vegetables + Vegetables Pizza,Veggie,1.0,M,16.0,16.0
"2015-02-24",17,The Five Cheese Pizza,Veggie,1.0,L,18.5,18.5
"2015-02-24",17,The Pepperoni Pizza,Classic,1.0,M,12.5,12.5
"2015-02-24",17,The Prosciutto and Arugula Pizza,Supreme,1.0,M,16.5,16.5
"2015-02-24",18,The California Chicken Pizza,Chicken,2.0,L,20.75,41.5
"2015-02-24",18,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,1.0,M,14.5,14.5
"2015-02-24",18,The Spinach Pesto Pizza,Veggie,1.0,S,12.5,12.5
"2015-02-24",18,The Classic Deluxe Pizza,Classic,2.0,M,16.0,32.0
"2015-02-24",18,The Calabrese Pizza,Supreme,2.0,M,16.25,32.5
"2015-02-24",18,The Italian Capocollo Pizza,Classic,3.0,S,12.0,36.0
"2015-02-24",18,The Pepperoni Pizza,Classic,1.0,S,9.75,9.75
"2015-02-24",18,The Brie Carre Pizza,Supreme,1.0,S,23.65,23.65
"2015-02-24",18,The Pepperoni Pizza,Classic,1.0,M,12.5,12.5
"2015-02-24",19,The Pepper Salami Pizza,Supreme,1.0,S,12.5,12.5
"2015-02-24",19,The Spicy Italian Pizza,Supreme,3.0,L,20.75,62.25
"2015-02-24",19,The Hawaiian Pizza,Classic,1.0,S,10.5,10.5
"2015-02-24",19,The Sicilian Pizza,Supreme,1.0,M,16.25,16.25
"2015-02-24",19,The Mexicana Pizza,Veggie,1.0,L,20.25,20.25
"2015-02-24",19,The Four Cheese Pizza,Veggie,1.0,L,17.95,17.95
"2015-02-24",19,The Italian Capocollo Pizza,Classic,1.0,M,16.0,16.0
"2015-02-24",20,The Five Cheese Pizza,Veggie,2.0,L,18.5,37.0
"2015-02-24",20,The Italian Capocollo Pizza,Classic,1.0,L,20.5,20.5
"2015-02-24",20,The Pepperoni Pizza,Classic,1.0,M,12.5,12.5
"2015-02-24",20,The Thai Chicken Pizza,Chicken,1.0,L,20.75,20.75
"2015-02-24",20,The Greek Pizza,Classic,1.0,XL,25.5,25.5
"2015-02-24",20,The Hawaiian Pizza,Classic,1.0,M,13.25,13.25
"2015-02-24",20,The Greek Pizza,Classic,1.0,M,16.0,16.0
"2015-02-24",21,The California Chicken Pizza,Chicken,2.0,S,12.75,25.5
"2015-02-24",21,The Hawaiian Pizza,Classic,1.0,S,10.5,10.5
"2015-02-24",21,The Napolitana Pizza,Classic,1.0,L,20.5,20.5
"2015-02-24",21,The Sicilian Pizza,Supreme,1.0,S,12.25,12.25
"2015-02-24",21,The Thai Chicken Pizza,Chicken,1.0,L,20.75,20.75
"2015-02-24",21,The California Chicken Pizza,Chicken,1.0,M,16.75,16.75
"2015-02-24",21,The Five Cheese Pizza,Veggie,2.0,L,18.5,37.0
"2015-02-24",21,The Pepperoni Pizza,Classic,1.0,L,15.25,15.25
"2015-02-24",21,The Prosciutto and Arugula Pizza,Supreme,1.0,M,16.5,16.5
"2015-02-24",21,The Pepperoni Pizza,Classic,1.0,M,12.5,12.5
"2015-02-24",21,The Spinach Supreme Pizza,Supreme,1.0,S,12.5,12.5
"2015-02-24",22,The Spinach Supreme Pizza,Supreme,1.0,M,16.5,16.5
"2015-02-25",10,The Four Cheese Pizza,Veggie,2.0,L,17.95,35.9
"2015-02-25",10,The Napolitana Pizza,Classic,1.0,S,12.0,12.0
"2015-02-25",11,The Hawaiian Pizza,Classic,1.0,S,10.5,10.5
"2015-02-25",11,The Barbecue Chicken Pizza,Chicken,1.0,M,16.75,16.75
"2015-02-25",11,The Big Meat Pizza,Classic,2.0,S,12.0,24.0
"2015-02-25",11,The Chicken Pesto Pizza,Chicken,1.0,S,12.75,12.75
"2015-02-25",11,The Thai Chicken Pizza,Chicken,1.0,L,20.75,20.75
"2015-02-25",12,The Barbecue Chicken Pizza,Chicken,5.0,M,16.75,83.75
"2015-02-25",12,The Four Cheese Pizza,Veggie,2.0,M,14.75,29.5
"2015-02-25",12,The California Chicken Pizza,Chicken,4.0,L,20.75,83.0
"2015-02-25",12,The Italian Capocollo Pizza,Classic,2.0,L,20.5,41.0
"2015-02-25",12,The Pepperoni Pizza,Classic,2.0,M,12.5,25.0
"2015-02-25",12,The Pepper Salami Pizza,Supreme,4.0,M,16.5,66.0
"2015-02-25",12,The Vegetables + Vegetables Pizza,Veggie,2.0,L,20.25,40.5
"2015-02-25",12,The Thai Chicken Pizza,Chicken,1.0,S,12.75,12.75
"2015-02-25",12,The Big Meat Pizza,Classic,3.0,S,12.0,36.0
"2015-02-25",12,The Calabrese Pizza,Supreme,2.0,M,16.25,32.5
"2015-02-25",12,The Five Cheese Pizza,Veggie,1.0,L,18.5,18.5
"2015-02-25",12,The Four Cheese Pizza,Veggie,1.0,L,17.95,17.95
"2015-02-25",12,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,3.0,M,14.5,43.5
"2015-02-25",12,The Pepperoni Pizza,Classic,1.0,L,15.25,15.25
"2015-02-25",12,The Spinach Supreme Pizza,Supreme,1.0,S,12.5,12.5
"2015-02-25",12,The Greek Pizza,Classic,1.0,XL,25.5,25.5
"2015-02-25",12,The Classic Deluxe Pizza,Classic,1.0,M,16.0,16.0
"2015-02-25",12,The Greek Pizza,Classic,1.0,XXL,35.95,35.95
"2015-02-25",13,The Chicken Pesto Pizza,Chicken,3.0,S,12.75,38.25
"2015-02-25",13,The Four Cheese Pizza,Veggie,1.0,L,17.95,17.95
"2015-02-25",13,The Spinach and Feta Pizza,Veggie,2.0,S,12.0,24.0
"2015-02-25",13,The Hawaiian Pizza,Classic,1.0,L,16.5,16.5
"2015-02-25",13,The Spinach and Feta Pizza,Veggie,2.0,L,20.25,40.5
"2015-02-25",13,The Classic Deluxe Pizza,Classic,1.0,L,20.5,20.5
"2015-02-25",13,The Soppressata Pizza,Supreme,1.0,L,20.75,20.75
"2015-02-25",13,The Chicken Alfredo Pizza,Chicken,1.0,M,16.75,16.75
"2015-02-25",13,The Classic Deluxe Pizza,Classic,2.0,M,16.0,32.0
"2015-02-25",13,The Hawaiian Pizza,Classic,1.0,S,10.5,10.5
"2015-02-25",14,The Italian Vegetables Pizza,Veggie,1.0,S,12.75,12.75
"2015-02-25",14,The Spicy Italian Pizza,Supreme,2.0,L,20.75,41.5
"2015-02-25",14,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,1.0,S,11.0,11.0
"2015-02-25",14,The Soppressata Pizza,Supreme,1.0,S,12.5,12.5
"2015-02-25",15,The Italian Supreme Pizza,Supreme,1.0,S,12.5,12.5
"2015-02-25",15,The Sicilian Pizza,Supreme,2.0,M,16.25,32.5
"2015-02-25",15,The Classic Deluxe Pizza,Classic,3.0,S,12.0,36.0
"2015-02-25",15,The Pepper Salami Pizza,Supreme,3.0,L,20.75,62.25
"2015-02-25",15,The Italian Vegetables Pizza,Veggie,1.0,M,16.75,16.75
"2015-02-25",15,The Five Cheese Pizza,Veggie,1.0,L,18.5,18.5
"2015-02-25",15,The Vegetables + Vegetables Pizza,Veggie,1.0,L,20.25,20.25
"2015-02-25",15,The Italian Capocollo Pizza,Classic,1.0,L,20.5,20.5
"2015-02-25",15,The Napolitana Pizza,Classic,2.0,M,16.0,32.0
"2015-02-25",15,The Four Cheese Pizza,Veggie,1.0,L,17.95,17.95
"2015-02-25",15,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,1.0,S,11.0,11.0
"2015-02-25",16,The Sicilian Pizza,Supreme,1.0,M,16.25,16.25
"2015-02-25",16,The Spinach and Feta Pizza,Veggie,2.0,S,12.0,24.0
"2015-02-25",16,The Vegetables + Vegetables Pizza,Veggie,1.0,M,16.0,16.0
"2015-02-25",16,The Five Cheese Pizza,Veggie,1.0,L,18.5,18.5
"2015-02-25",16,The Pepper Salami Pizza,Supreme,1.0,M,16.5,16.5
"2015-02-25",16,The Thai Chicken Pizza,Chicken,1.0,L,20.75,20.75
"2015-02-25",17,The Calabrese Pizza,Supreme,1.0,M,16.25,16.25
"2015-02-25",17,The Green Garden Pizza,Veggie,3.0,S,12.0,36.0
"2015-02-25",17,The Spinach Supreme Pizza,Supreme,2.0,L,20.75,41.5
"2015-02-25",17,The Four Cheese Pizza,Veggie,1.0,L,17.95,17.95
"2015-02-25",17,The Southwest Chicken Pizza,Chicken,1.0,M,16.75,16.75
"2015-02-25",17,The Spinach Pesto Pizza,Veggie,1.0,M,16.5,16.5
"2015-02-25",17,The Four Cheese Pizza,Veggie,1.0,M,14.75,14.75
"2015-02-25",17,The Sicilian Pizza,Supreme,1.0,L,20.25,20.25
"2015-02-25",17,The Classic Deluxe Pizza,Classic,1.0,M,16.0,16.0
"2015-02-25",17,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,1.0,L,17.5,17.5
"2015-02-25",17,The Pepper Salami Pizza,Supreme,1.0,S,12.5,12.5
"2015-02-25",18,The Green Garden Pizza,Veggie,1.0,S,12.0,12.0
"2015-02-25",18,The Italian Capocollo Pizza,Classic,1.0,L,20.5,20.5
"2015-02-25",18,The Five Cheese Pizza,Veggie,1.0,L,18.5,18.5
"2015-02-25",18,The Spicy Italian Pizza,Supreme,1.0,S,12.5,12.5
"2015-02-25",18,The Four Cheese Pizza,Veggie,1.0,L,17.95,17.95
"2015-02-25",18,The Italian Vegetables Pizza,Veggie,2.0,M,16.75,33.5
"2015-02-25",18,The Napolitana Pizza,Classic,2.0,M,16.0,32.0
"2015-02-25",18,The Southwest Chicken Pizza,Chicken,2.0,L,20.75,41.5
"2015-02-25",18,The Chicken Alfredo Pizza,Chicken,1.0,S,12.75,12.75
"2015-02-25",18,The Four Cheese Pizza,Veggie,1.0,M,14.75,14.75
"2015-02-25",18,The Pepperoni Pizza,Classic,1.0,M,12.5,12.5
"2015-02-25",19,The Soppressata Pizza,Supreme,1.0,M,16.5,16.5
"2015-02-25",19,The Sicilian Pizza,Supreme,1.0,L,20.25,20.25
"2015-02-25",19,The Barbecue Chicken Pizza,Chicken,1.0,S,12.75,12.75
"2015-02-25",19,The Four Cheese Pizza,Veggie,1.0,L,17.95,17.95
"2015-02-25",19,The Napolitana Pizza,Classic,1.0,L,20.5,20.5
"2015-02-25",20,The California Chicken Pizza,Chicken,3.0,S,12.75,38.25
"2015-02-25",20,The Sicilian Pizza,Supreme,1.0,S,12.25,12.25
"2015-02-25",20,The Spinach and Feta Pizza,Veggie,1.0,M,16.0,16.0
"2015-02-25",20,The Classic Deluxe Pizza,Classic,5.0,S,12.0,60.0
"2015-02-25",20,The Thai Chicken Pizza,Chicken,1.0,M,16.75,16.75
"2015-02-25",20,The Chicken Pesto Pizza,Chicken,1.0,L,20.75,20.75
"2015-02-25",20,The Prosciutto and Arugula Pizza,Supreme,1.0,M,16.5,16.5
"2015-02-25",20,The Mexicana Pizza,Veggie,1.0,L,20.25,20.25
"2015-02-25",21,The Italian Supreme Pizza,Supreme,2.0,L,20.75,41.5
"2015-02-25",21,The Sicilian Pizza,Supreme,1.0,L,20.25,20.25
"2015-02-25",21,The Sicilian Pizza,Supreme,1.0,M,16.25,16.25
"2015-02-25",21,The California Chicken Pizza,Chicken,1.0,M,16.75,16.75
"2015-02-25",21,The Napolitana Pizza,Classic,1.0,M,16.0,16.0
"2015-02-25",21,The Napolitana Pizza,Classic,1.0,S,12.0,12.0
"2015-02-26",12,The Big Meat Pizza,Classic,3.0,S,12.0,36.0
"2015-02-26",12,The Spinach Supreme Pizza,Supreme,1.0,S,12.5,12.5
"2015-02-26",12,The Napolitana Pizza,Classic,2.0,L,20.5,41.0
"2015-02-26",12,The Sicilian Pizza,Supreme,2.0,L,20.25,40.5
"2015-02-26",12,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,2.0,S,11.0,22.0
"2015-02-26",12,The Pepper Salami Pizza,Supreme,1.0,M,16.5,16.5
"2015-02-26",12,The Pepperoni Pizza,Classic,1.0,L,15.25,15.25
"2015-02-26",12,The Sicilian Pizza,Supreme,2.0,M,16.25,32.5
"2015-02-26",12,The Four Cheese Pizza,Veggie,1.0,L,17.95,17.95
"2015-02-26",12,The Sicilian Pizza,Supreme,1.0,S,12.25,12.25
"2015-02-26",12,The Greek Pizza,Classic,1.0,XL,25.5,25.5
"2015-02-26",12,The Spinach and Feta Pizza,Veggie,1.0,M,16.0,16.0
"2015-02-26",12,The Thai Chicken Pizza,Chicken,1.0,L,20.75,20.75
"2015-02-26",12,The Hawaiian Pizza,Classic,1.0,L,16.5,16.5
"2015-02-26",13,The Barbecue Chicken Pizza,Chicken,7.0,M,16.75,117.25
"2015-02-26",13,The Hawaiian Pizza,Classic,3.0,L,16.5,49.5
"2015-02-26",13,The Italian Supreme Pizza,Supreme,6.0,L,20.75,124.5
"2015-02-26",13,The Mexicana Pizza,Veggie,3.0,L,20.25,60.75
"2015-02-26",13,The Mexicana Pizza,Veggie,3.0,S,12.0,36.0
"2015-02-26",13,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,1.0,L,17.5,17.5
"2015-02-26",13,The Pepperoni Pizza,Classic,1.0,M,12.5,12.5
"2015-02-26",13,The Soppressata Pizza,Supreme,2.0,M,16.5,33.0
"2015-02-26",13,The Classic Deluxe Pizza,Classic,2.0,M,16.0,32.0
"2015-02-26",13,The Thai Chicken Pizza,Chicken,3.0,S,12.75,38.25
"2015-02-26",13,The Italian Vegetables Pizza,Veggie,1.0,L,21.0,21.0
"2015-02-26",13,The Italian Supreme Pizza,Supreme,3.0,S,12.5,37.5
"2015-02-26",13,The Five Cheese Pizza,Veggie,1.0,L,18.5,18.5
"2015-02-26",13,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,1.0,S,11.0,11.0
"2015-02-26",13,The Pepperoni Pizza,Classic,1.0,S,9.75,9.75
"2015-02-26",14,The Four Cheese Pizza,Veggie,1.0,L,17.95,17.95
"2015-02-26",14,The Napolitana Pizza,Classic,2.0,S,12.0,24.0
"2015-02-26",14,The Southwest Chicken Pizza,Chicken,1.0,M,16.75,16.75
"2015-02-26",14,The Pepperoni Pizza,Classic,1.0,M,12.5,12.5
"2015-02-26",14,The Pepper Salami Pizza,Supreme,1.0,S,12.5,12.5
"2015-02-26",15,The Five Cheese Pizza,Veggie,1.0,L,18.5,18.5
"2015-02-26",15,The Hawaiian Pizza,Classic,1.0,S,10.5,10.5
"2015-02-26",15,The Pepper Salami Pizza,Supreme,1.0,S,12.5,12.5
"2015-02-26",15,The Chicken Pesto Pizza,Chicken,1.0,S,12.75,12.75
"2015-02-26",15,The Pepperoni Pizza,Classic,1.0,S,9.75,9.75
"2015-02-26",15,The Spinach and Feta Pizza,Veggie,1.0,S,12.0,12.0
"2015-02-26",15,The Italian Capocollo Pizza,Classic,2.0,M,16.0,32.0
"2015-02-26",15,The Mexicana Pizza,Veggie,1.0,L,20.25,20.25
"2015-02-26",15,The Pepperoni Pizza,Classic,1.0,M,12.5,12.5
"2015-02-26",15,The Thai Chicken Pizza,Chicken,1.0,L,20.75,20.75
"2015-02-26",15,The Calabrese Pizza,Supreme,1.0,M,16.25,16.25
"2015-02-26",15,The Hawaiian Pizza,Classic,1.0,L,16.5,16.5
"2015-02-26",15,The Pepperoni Pizza,Classic,1.0,L,15.25,15.25
"2015-02-26",16,The Pepper Salami Pizza,Supreme,1.0,M,16.5,16.5
"2015-02-26",16,The Spicy Italian Pizza,Supreme,2.0,L,20.75,41.5
"2015-02-26",16,The Italian Capocollo Pizza,Classic,1.0,L,20.5,20.5
"2015-02-26",16,The Greek Pizza,Classic,1.0,S,12.0,12.0
"2015-02-26",16,The Chicken Pesto Pizza,Chicken,1.0,S,12.75,12.75
"2015-02-26",16,The Classic Deluxe Pizza,Classic,1.0,M,16.0,16.0
"2015-02-26",16,The Pepper Salami Pizza,Supreme,2.0,S,12.5,25.0
"2015-02-26",16,The Italian Vegetables Pizza,Veggie,1.0,L,21.0,21.0
"2015-02-26",17,The Mediterranean Pizza,Veggie,3.0,L,20.25,60.75
"2015-02-26",17,The Soppressata Pizza,Supreme,2.0,L,20.75,41.5
"2015-02-26",17,The Classic Deluxe Pizza,Classic,5.0,M,16.0,80.0
"2015-02-26",17,The Chicken Alfredo Pizza,Chicken,1.0,M,16.75,16.75
"2015-02-26",17,The Napolitana Pizza,Classic,3.0,S,12.0,36.0
"2015-02-26",17,The Hawaiian Pizza,Classic,2.0,S,10.5,21.0
"2015-02-26",17,The Thai Chicken Pizza,Chicken,1.0,S,12.75,12.75
"2015-02-26",17,The Prosciutto and Arugula Pizza,Supreme,3.0,M,16.5,49.5
"2015-02-26",17,The Sicilian Pizza,Supreme,1.0,S,12.25,12.25
"2015-02-26",17,The Hawaiian Pizza,Classic,1.0,M,13.25,13.25
"2015-02-26",18,The Italian Vegetables Pizza,Veggie,1.0,S,12.75,12.75
"2015-02-26",18,The Italian Vegetables Pizza,Veggie,3.0,M,16.75,50.25
"2015-02-26",18,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,1.0,L,17.5,17.5
"2015-02-26",18,The Greek Pizza,Classic,1.0,XL,25.5,25.5
"2015-02-26",18,The Pepperoni Pizza,Classic,1.0,L,15.25,15.25
"2015-02-26",18,The Pepper Salami Pizza,Supreme,2.0,L,20.75,41.5
"2015-02-26",18,The Sicilian Pizza,Supreme,2.0,L,20.25,40.5
"2015-02-26",18,The Four Cheese Pizza,Veggie,2.0,L,17.95,35.9
"2015-02-26",19,The Hawaiian Pizza,Classic,2.0,L,16.5,33.0
"2015-02-26",19,The Prosciutto and Arugula Pizza,Supreme,1.0,S,12.5,12.5
"2015-02-26",19,The Vegetables + Vegetables Pizza,Veggie,1.0,L,20.25,20.25
"2015-02-26",19,The Big Meat Pizza,Classic,1.0,S,12.0,12.0
"2015-02-26",19,The Five Cheese Pizza,Veggie,1.0,L,18.5,18.5
